time,open,high,low,close,T3
1730837400,575.57,575.7475,575.42,575.605,576.2540608370673
1730837700,575.6,575.66,575.45,575.63,576.2370195819217
1730838000,575.635,575.64,575.3405,575.39,576.2185582275306
1730838300,575.41,575.76,575.24,575.6899,576.1992114516083
1730838600,575.67,576.12,575.58,575.96,576.1797404024442
1730838900,575.94,576.22,575.83,575.84,576.1605846483158
1730839200,575.82,575.82,575.3001,575.43,576.1415774979992
1730839500,575.43,575.89,575.26,575.72,576.1229506793898
1730839800,575.72,576.19,575.55,575.92,576.1051217053291
1730840100,575.93,576.71,575.84,576.68,576.0893193778506
1730903400,589.2,589.43,587.77,588.28,576.0905454132426
1730903700,588.29,588.91,588.04,588.5599,576.120045204646
1730904000,588.56,589.07,587.69,587.94,576.1848316459982
1730904300,587.91,588.04,586.25,586.458,576.2874670680121
1730904600,586.5,586.53,585.8,585.92,576.4282018087351
1730904900,585.95,586.2299,585.39,586.11,576.606381933329
1730905200,586.12,587.25,586.12,586.685,576.8211172172896
1730905500,586.68,587.11,586.15,587.03,577.0710435351775
1730905800,587.03,587.64,586.93,587.39,577.3544542253921
1730906100,587.395,588.145,587.19,588.01,577.6697072496763
1730906400,588.0537,588.6,587.855,588.45,578.0149970721513
1730906700,588.43,589.08,588.07,588.82,578.3883218514998
1730907000,588.82,589.04,588.25,588.37,578.7865525563534
1730907300,588.36,588.5,587.54,587.71,579.2055026995181
1730907600,587.73,588.1,587.15,587.4,579.640692216235
1730907900,587.4,587.7199,587.06,587.6,580.0881305112912
1730908200,587.58,587.65,586.39,586.83,580.5430987152686
1730908500,586.82,587.26,586.74,587.02,581.0016011772518
1730908800,586.99,587.02,586.31,586.6272,581.4595704573867
1730909100,586.63,587.34,586.5,587.05,581.91397458438
1730909400,587.05,587.95,587.02,587.89,582.3631462887683
1730909700,587.88,588.03,587.424,587.75,582.8052998968178
1730910000,587.74,587.75,587.09,587.615,583.2386148100172
1730910300,587.605,588.33,587.51,588.15,583.6621105738909
1730910600,588.16,588.56,588.16,588.3,584.0750044815927
1730910900,588.3,588.78,588.21,588.78,584.4770926813926
1730911200,588.775,588.86,588.4601,588.59,584.8678072816433
1730911500,588.59,588.71,588.38,588.55,585.2465117497864
1730911800,588.56,588.77,588.37,588.63,585.6126898888251
1730912100,588.64,588.83,588.5799,588.78,585.9660254022788
1730912400,588.77,588.77,588.3101,588.65,586.3060316226761
1730912700,588.65,588.76,588.53,588.62,586.6322390820687
1730913000,588.62,589.09,588.55,589.0499,586.9447752995097
1730913300,589.055,589.055,588.34,588.4982,587.2430338641138
1730913600,588.495,588.68,588.32,588.58,587.5266534351458
1730913900,588.57,588.85,588.43,588.76,587.7956001149246
1730914200,588.75,588.84,588.51,588.765,588.049889375487
1730914500,588.765,588.99,588.635,588.71,588.289514917697
1730914800,588.7082,589.01,588.69,588.91,588.5147789296689
1730915100,588.905,589.48,588.905,589.37,588.7265398746672
1730915400,589.37,589.42,588.94,589.28,588.9253996140633
1730915700,589.28,589.41,589.2,589.265,589.1118558857916
1730916000,589.26,589.69,589.12,589.55,589.2866933783839
1730916300,589.56,589.72,589.3814,589.7,589.4507420042523
1730916600,589.69,590,589.61,589.895,589.6049115593623
1730916900,589.9,590.1,589.78,590.08,589.7501481826548
1730917200,590.071,590.11,589.58,589.8825,589.8869463956457
1730917500,589.9,590.27,589.81,590.19,590.0160711875237
1730917800,590.2,590.43,590.07,590.4099,590.1383748420758
1730918100,590.4,590.41,590.15,590.21,590.254251414302
1730918400,590.23,590.53,590.1714,590.31,590.3641113857543
1730918700,590.31,590.71,590.3,590.6318,590.4686442715174
1730919000,590.65,590.66,590.14,590.32,590.5679685081823
1730919300,590.32,590.45,590.06,590.27,590.6620929210467
1730919600,590.28,590.5842,590.23,590.33,590.751083132875
1730919900,590.34,590.37,589.79,590.16,590.8347720331494
1730920200,590.15,590.5401,589.9825,590.389,590.9133124324139
1730920500,590.39,590.45,590.2211,590.38,590.9868112912113
1730920800,590.39,590.52,590.27,590.36,591.0553307772452
1730921100,590.38,590.6199,590.35,590.55,591.1191590462759
1730921400,590.53,590.85,590.49,590.51,591.1784734987014
1730921700,590.5199,590.73,590.39,590.48,591.2333810793616
1730922000,590.49,590.49,590.17,590.3,591.2837556094446
1730922300,590.3,590.65,590.28,590.49,591.329753554402
1730922600,590.49,590.49,590.12,590.3,591.3712837775743
1730922900,590.2903,590.64,590.17,590.54,591.4085989650243
1730923200,590.54,590.76,590.45,590.57,591.4419547929419
1730923500,590.57,590.98,590.5334,590.97,591.4720580568755
1730923800,590.98,591.51,590.855,591.47,591.5000648405376
1730924100,591.47,591.66,591.2718,591.43,591.5267882231274
1730924400,591.42,591.53,590.8,591.01,591.5523022093375
1730924700,591,591.35,590.99,591.115,591.5767618383516
1730925000,591.11,591.4799,591.11,591.25,591.6004179557626
1730925300,591.24,591.35,590.82,590.83,591.6229138610802
1730925600,590.84,591.465,590.77,591.41,591.6446616216576
1730925900,591.4,591.93,591.24,591.81,591.666426291903
1730926200,591.84,591.89,590.67,590.9301,591.6876640680612
1730926500,590.96,591.35,590.69,591.04,591.708061770652
1730989800,593.08,593.56,592.9999,593.3,591.730106089592
1730990100,593.3,593.51,593.07,593.36,591.7556594001317
1730990400,593.35,593.8,593.15,593.19,591.7857846841325
1730990700,593.19,593.5378,593.05,593.3575,591.8213222552699
1730991000,593.3406,593.85,593.27,593.62,591.8630346836544
1730991300,593.625,594.05,593.625,594,591.9117446934324
1730991600,593.97,594.15,593.82,593.95,591.9677706811963
1730991900,593.97,594.27,593.78,594.1675,592.031361144449
1730992200,594.18,594.3099,594.085,594.17,592.102436949267
1730992500,594.17,594.25,593.79,594.16,592.1806511119148
1730992800,594.1699,594.3357,593.89,594.29,592.2656263177419
1730993100,594.29,594.405,594.0318,594.27,592.3567824230695
1730993400,594.27,594.48,594.06,594.26,592.4534063572405
1730993700,594.26,594.53,594.2,594.34,592.5548061551858
1730994000,594.38,594.59,594.28,594.58,592.6605125951482
1730994300,594.57,594.96,594.54,594.9,592.7703291302973
1730994600,594.9,594.965,594.71,594.755,592.8836999005798
1730994900,594.77,594.93,594.6899,594.8165,593.0000589231822
1730995200,594.83,595,594.475,594.585,593.1184867007864
1730995500,594.58,594.595,594.2,594.3,593.2377518513499
1730995800,594.295,594.49,594.1,594.4295,593.356920862002
1730996100,594.41,594.62,594.26,594.54,593.4752846827855
1730996400,594.55,594.7899,594.44,594.765,593.5924610126676
1730996700,594.76,594.765,594.4911,594.61,593.7078622112012
1730997000,594.59,594.87,594.58,594.82,593.8212057031019
1730997300,594.82,594.85,594.68,594.8,593.9321682082123
1730997600,594.7899,594.854,594.72,594.79,594.0404180285864
1730997900,594.79,594.96,594.68,594.9499,594.1458345711239
1730998200,594.941,595.11,594.88,595.105,594.2484565295481
1730998500,595.105,595.28,595.0315,595.135,594.3482924680629
1730998800,595.14,595.14,594.76,594.87,594.4449717676312
1730999100,594.88,595.02,594.7901,594.96,594.5382816522824
1730999400,594.95,595.3,594.91,595.25,594.6283804916097
1730999700,595.25,595.26,595.01,595.05,594.7151100302499
1731000000,595.04,595.24,594.9601,595.09,594.7983722613712
1731000300,595.0801,595.235,595.0501,595.235,594.8782483860077
1731000600,595.21,595.44,594.99,595.015,594.9545122657987
1731000900,595.02,595.29,595.0101,595.24,595.0272564459542
1731001200,595.24,595.35,595.1101,595.3001,595.0966148635425
1731001500,595.3,595.56,595.28,595.465,595.162880543855
1731001800,595.46,595.49,595.31,595.372015,595.2261489717612
1731002100,595.38,595.44,595.2701,595.3913,595.2865039632479
1731002400,595.4,595.44,595.18,595.2099,595.3437773890732
1731002700,595.205,595.31,594.97,594.975,595.3975531471192
1731003000,594.975,594.99,594.6,594.91,595.4474484775606
1731003300,594.9,594.9662,594.55,594.73,595.4929792737175
1731003600,594.75,594.96,594.73,594.8301,595.5339421486956
1731003900,594.84,595,594.84,594.85,595.5702578886612
1731004200,594.85,594.85,594.38,594.5197,595.6015217461218
1731004500,594.515,594.78,594.43,594.735,595.6277623186652
1731004800,594.73,594.74,594.21,594.35,595.6486095806476
1731005100,594.35,594.4701,594.25,594.4701,595.6640219139931
1731005400,594.49,595.04,594.485,595.0301,595.6747478649004
1731005700,595.03,595.13,594.63,594.8062,595.6811656251261
1731006000,594.78,595.4,594.2,594.64,595.6834394957509
1731006300,594.65,595.15,594.36,595.01,595.6822253962923
1731006600,595.01,595.04,594.72,594.82,595.6778570290248
1731006900,594.835,595.14,594.79,594.8499,595.6706879178255
1731007200,594.85,594.92,594.4,594.73,595.6608989648048
1731007500,594.725,595,594.65,594.74,595.6486975251273
1731007800,594.7199,595.44,594.71,595.26,595.6349294528768
1731008100,595.27,595.36,594.97,595.057686,595.6200252748795
1731008400,595.06,595.06,593.92,594.69,595.603891825846
1731008700,594.71,595.47,594.36,595.2801,595.5872100462584
1731009000,595.2938,595.68,594.86,595.07,595.5702561440521
1731009300,595.071189,596.03,595.071189,596.02,595.5544065305317
1731009600,596.025,596.025,595.57,595.8,595.5404105514385
1731009900,595.79,595.89,595.53,595.7101,595.5286827703194
1731010200,595.72,596.34,595.71,596.26,595.5201516559823
1731010500,596.25,596.62,596.23,596.3501,595.5155488755458
1731010800,596.35,596.65,595.9601,596.4501,595.5154482293688
1731011100,596.45,596.48,596.07,596.15,595.519799330923
1731011400,596.13,596.36,596.04,596.0551,595.5283272566976
1731011700,596.04,596.13,595.7,595.75,595.5403345064319
1731012000,595.75,596.19,595.7001,595.985,595.5554754506393
1731012300,595.99,596.4,595.9443,596.05,595.5734687612735
1731012600,596.03,596.03,595.23,595.39,595.5932035403398
1731012900,595.39,595.91,595.18,595.55,595.6139657304511
1731076200,596.17,596.84,596.16,596.53,595.6363552844055
1731076500,596.55,596.84,596.36,596.57,595.6608044103409
1731076800,596.58,596.74,596.27,596.43,595.6873871458761
1731077100,596.46,597.02,596.2801,596.9121,595.7166602818202
1731077400,596.92,597.06,596.75,596.99,595.7490371314962
1731077700,596.99,597.24,596.94,597.16,595.7849216624008
1731078000,597.2,597.5,596.78,596.8,595.8240525250908
1731078300,596.81,597.03,596.575,596.77,595.8660706703317
1731078600,596.76,596.89,596.6,596.7,595.91050041781
1731078900,596.6992,597.29,596.5708,597.24,595.9575294622568
1731079200,597.25,597.52,597.15,597.2,596.0071334082209
1731079500,597.19,597.5799,597.16,597.335,596.0593386236342
1731079800,597.33,597.68,597.27,597.63,596.1144012030941
1731080100,597.64,597.66,597.24,597.43,596.1721391610408
1731080400,597.44,597.63,597.22,597.52,596.2323942504504
1731080700,597.53,597.87,597.48,597.78,596.2952342340745
1731081000,597.77,597.985,597.65,597.87,596.3606862961842
1731081300,597.85,597.89,597.62,597.78,596.4285245061956
1731081600,597.785,597.79,597.34,597.5903,596.4982134031461
1731081900,597.595,597.91,597.595,597.87,596.5695659971648
1731082200,597.87,597.98,597.79,597.9099,596.6423693101501
1731082500,597.9,597.95,597.83,597.93,596.716370170931
1731082800,597.94,598.03,597.83,597.9825,596.7913292367448
1731083100,597.99,598.08,597.86,597.9899,596.8669673732638
1731083400,597.98,598.14,597.89,597.9746,596.9429536665434
1731083700,597.98,598.0499,597.84,597.97,597.0189386039215
1731084000,597.96,598.0078,597.65,597.7,597.0942439333853
1731084300,597.69,597.98,597.63,597.9448,597.1685865892937
1731084600,597.97,598.07,597.8999,598.0521,597.2418222378319
1731084900,598.06,598.22,597.9,597.91,597.3136122264627
1731085200,597.9399,598.0154,597.64,597.71,597.3834101970301
1731085500,597.72,597.76,597.48,597.71,597.4507714292017
1731085800,597.7,597.8,597.44,597.5,597.5150854811609
1731086100,597.51,597.74,597.44,597.645,597.57606652191
1731086400,597.64,597.9,597.63,597.63,597.6334892976688
1731086700,597.635,597.79,597.57,597.64,597.6872136615316
1731087000,597.64,598.21,597.61,598.18,597.7378157534476
1731087300,598.19,598.35,598.065,598.065,597.7856046053471
1731087600,598.07,598.18,597.87,598.0105,597.8307564657648
1731087900,598.02,598.2,598.005,598.14,597.8735695960363
1731088200,598.14,598.33,598.14,598.29,597.9144544644319
1731088500,598.2828,598.33,598.0547,598.09,597.953472343996
1731088800,598.09,598.2,597.99,598.16,597.9907498273265
1731089100,598.16,598.24,598.11,598.15,598.0263642112377
1731089400,598.16,598.22,598.1101,598.2,598.0604284484962
1731089700,598.21,598.28,598.09,598.13,598.0929352784519
1731090000,598.1,598.2299,597.96,598.1078,598.1238466617779
1731090300,598.08,598.23,598.07,598.175,598.1532127342921
1731090600,598.16,598.59,598.14,598.45,598.181403536827
1731090900,598.45,598.94,598.42,598.84,598.2091629414144
1731091200,598.85,598.9397,598.73,598.9,598.2370980177334
1731091500,598.91,599.09,598.82,598.9,598.2656247267419
1731091800,598.9,598.9299,598.621,598.63,598.2946755763014
1731092100,598.65,599.21,598.592,599.01,598.3246102526823
1731092400,599.015,599.07,598.67,598.89,598.3554930482801
1731092700,598.91,599.16,598.88,599.1599,598.3876372794807
1731093000,599.15,599.1699,598.93,599.05,598.4210733465734
1731093300,599.06,599.22,598.97,599,598.4556889648702
1731093600,598.99,599.09,598.95,599.01,598.4913387467764
1731093900,599,599.25,599,599.23,598.5281104323112
1731094200,599.21,599.28,599.11,599.15,598.5658995297858
1731094500,599.16,599.4901,599.14,599.47,598.6049447356017
1731094800,599.46,599.64,599.43,599.5199,598.6454081955885
1731095100,599.5181,599.54,599.21,599.21,598.6869510708466
1731095400,599.23,599.25,599.01,599.051,598.729047018363
1731095700,599.0501,599.15,598.91,598.91,598.7710622501208
1731096000,598.92,598.98,598.35,598.67,598.8121768410597
1731096300,598.7,598.89,598.55,598.8,598.8519013890264
1731096600,598.81,598.81,598.5,598.61,598.8896199369883
1731096900,598.61,598.81,598.57,598.65,598.9249178294881
1731097200,598.65,598.685,598.24,598.496,598.9573088406764
1731097500,598.48,598.68,598.25,598.25,598.9861554820054
1731097800,598.28,598.3123,597.8604,597.93,599.0106350531287
1731098100,597.92,598.16,597.84,598.09,599.0303935316329
1731098400,598.1,598.1099,597.66,597.74,599.044823570161
1731098700,597.74,597.94,597.72,597.76,599.053596979244
1731099000,597.75,598.09,597.62,598,599.056877863241
1731099300,597.98,598.26,597.74,598.24,599.0552037533662
1731335400,599.82,600.125,599.49,599.535,599.0506701536501
1731335700,599.54,600.05,599.49,599.86,599.0453208297008
1731336000,599.89,600.17,599.32,599.3846,599.0401378803404
1731336300,599.39,599.47,598.8901,599.285,599.0357352794576
1731336600,599.29,599.41,599.08,599.2,599.0324513601099
1731336900,599.2599,599.305,598.95,599.1619,599.0304643065147
1731337200,599.17,599.225,598.96,598.96,599.0296266540017
1731337500,598.97,599.0209,598.6701,598.86,599.0296716958342
1731337800,598.86,599.25,598.805,598.96,599.0304918790503
1731338100,598.96,599.14,598.79,598.93,599.0319436695559
1731338400,598.94,599.05,598.53,599.0399,599.0340296569411
1731338700,599.02,599.19,598.86,598.87,599.0365217553435
1731339000,598.88,599.36,598.88,599.2,599.0396313399615
1731339300,599.195,599.83,599.17,599.83,599.044261136954
1731339600,599.82,599.95,599.09,599.165,599.0502367082136
1731339900,599.1661,599.44,599.075,599.44,599.0577171682617
1731340200,599.44,599.655,599.16,599.65,599.0670291723309
1731340500,599.65,599.87,599.55,599.68,599.0783971973201
1731340800,599.69,599.9599,599.62,599.62,599.0918516339007
1731341100,599.64,599.71,599.3,599.6104,599.1073349094663
1731341400,599.615,599.68,599.31,599.405,599.1244841907751
1731341700,599.41,599.45,599.11,599.4099,599.1429692546371
1731342000,599.405,599.5,599.24,599.32,599.1623758609471
1731342300,599.33,599.33,599.015,599.09,599.1820649966853
1731342600,599.1,599.3,598.93,599.23,599.2016934366975
1731342900,599.25,599.53,599.23,599.52,599.2213322671932
1731343200,599.52,599.52,599.2,599.345,599.2407978316942
1731343500,599.33,599.45,599.1801,599.35,599.2599377998354
1731343800,599.345,599.39,599.19,599.27,599.2785240901621
1731344100,599.275,599.52,599.27,599.445,599.2965878417713
1731344400,599.41,599.56,599.26,599.345,599.3140210598817
1731344700,599.34,599.38,599.14,599.2002,599.3305594321009
1731345000,599.21,599.2799,599.05,599.19,599.345991735282
1731345300,599.19,599.22,598.7601,598.8,599.3596908952604
1731345600,598.815,599.055,598.73,598.775,599.3711769818178
1731345900,598.775,598.83,598.685,598.8091,599.3801669992549
1731346200,598.8,599.03,598.74,598.9801,599.3867026752846
1731346500,598.9701,598.9701,598.7,598.705,599.3905295661748
1731346800,598.71,598.81,598.52,598.6399,599.3914340921333
1731347100,598.63,598.64,598.375,598.395,599.3890229161716
1731347400,598.3902,598.78,598.29,598.5901,599.3833153808664
1731347700,598.59,598.59,598.2106,598.23,599.373969752935
1731348000,598.21,598.215,597.4025,597.705,599.3601830291827
1731348300,597.7,597.8199,597.39,597.72,599.3414851225148
1731348600,597.72,597.7592,597.35,597.69,599.3176190770823
1731348900,597.7,597.79,597.4501,597.4501,599.2882450447469
1731349200,597.47,597.6,597,597.1999,599.2529620266168
1731349500,597.18,597.8599,597.14,597.85,599.2124343565897
1731349800,597.85,597.85,597.5701,597.655,599.1670917942056
1731350100,597.655,598.09,597.6312,597.99,599.1178266305915
1731350400,598,598.2,597.945,598.09,599.0655770408243
1731350700,598.0932,598.38,598,598.2701,599.0113938856707
1731351000,598.28,598.64,598.2714,598.43,598.9563653254681
1731351300,598.42,598.4301,598.165,598.23,598.9011445111523
1731351600,598.24,598.3,598.05,598.15,598.8461868479685
1731351900,598.14,598.3499,598.09,598.26,598.7920186905258
1731352200,598.26,598.2699,598.0042,598.07,598.7388416829899
1731352500,598.07,598.31,598,598.1,598.686874462503
1731352800,598.1,598.2299,598.06,598.12,598.6363301493975
1731353100,598.15,598.2799,598.08,598.1437,598.5874159257137
1731353400,598.16,598.4,598.01,598.3999,598.5406110742219
1731353700,598.395,598.41,598.18,598.29,598.4961413683964
1731354000,598.3,598.34,598.2,598.23,598.4540943226102
1731354300,598.24,598.3499,598.0401,598.325,598.4146373715357
1731354600,598.3399,598.35,598.12,598.1701,598.377687754074
1731354900,598.18,598.29,598.16,598.2885,598.3433060707589
1731355200,598.29,598.295,598.04,598.1899,598.3113932417855
1731355500,598.185,598.4,598.1699,598.4,598.282105370838
1731355800,598.4,598.5888,598.26,598.35,598.2554684529355
1731356100,598.36,598.43,598.2,598.35,598.2314679121541
1731356400,598.35,598.435,598.2511,598.285,598.2099772453284
1731356700,598.2899,598.305,598.11,598.2799,598.190858958445
1731357000,598.27,598.2899,598,598.25,598.173938097214
1731357300,598.25,598.43,598.2,598.405,598.1592385189961
1731357600,598.405,598.56,598.2,598.2728,598.1465819228279
1731357900,598.28,598.29,597.98,598.04,598.1355172138929
1731358200,598.07,598.47,598.02,598.2101,598.1258869565036
1731358500,598.2,598.84,597.99,598.72,598.1181713513515
1731421800,598.7,598.95,598.37,598.709,598.1126845881649
1731422100,598.68,599.29,598.67,599.04,598.1100217896142
1731422400,599.03,599.2,598.92,599.0425,598.1105731267212
1731422700,599.04,599.09,598.71,598.92,598.114409128711
1731423000,598.92,599.06,598.76,598.89,598.1214664357522
1731423300,598.91,599.09,598.74,598.95,598.1316883219815
1731423600,598.95,599.015,598.1,598.12,598.1439380786237
1731423900,598.15,598.26,597.79,598.125,598.1573050393749
1731424200,598.11,598.58,598.05,598.305,598.1712830354973
1731424500,598.32,598.38,597.95,598.03,598.1851291532025
1731424800,598.0414,598.18,597.9,598.09,598.1983473808446
1731425100,598.08,598.27,597.94,597.9534,598.2104014037045
1731425400,597.965,598.18,597.75,598.18,598.2211804906142
1731425700,598.1779,598.3799,597.98,598.02,598.2304286232888
1731426000,598,598.13,597.57,597.57,598.2374347601758
1731426300,597.56,597.8385,597.51,597.74,598.2419181353912
1731426600,597.74,597.85,597.42,597.4501,598.2433724508724
1731426900,597.45,597.62,597.2,597.23,598.2412212651757
1731427200,597.2299,597.5286,597.22,597.4699,598.235412485873
1731427500,597.455,597.48,597.16,597.17,598.2256379343553
1731427800,597.18,597.33,597.0399,597.15,598.2117480891088
1731428100,597.14,597.53,597.1305,597.511,598.1941846315649
1731428400,597.515,597.578,596.98,597.0599,598.1728403693705
1731428700,597.06,597.33,597.02,597.18,598.1478951801705
1731429000,597.1799,597.25,597.035,597.0981,598.1194991972693
1731429300,597.095,597.3499,596.44,596.55,598.087212646949
1731429600,596.55,596.7899,596.5,596.59,598.0508806577127
1731429900,596.58,596.73,596.324,596.3301,598.0102064731568
1731430200,596.36,597.31,596.33,597.08,597.966026766559
1731430500,597.07,597.0799,596.4,596.445,597.9183321258497
1731430800,596.435,596.69,596.271,596.6899,597.8675489567795
1731431100,596.6897,596.7175,596.46,596.5499,597.8139573164576
1731431400,596.54,596.62,596.24,596.3999,597.7577108185624
1731431700,596.38,596.4996,596.22,596.3,597.6989277333482
1731432000,596.3099,596.3199,596.04,596.16,597.6376507637237
1731432300,596.17,596.6499,596.17,596.4925,597.5744422799462
1731432600,596.49,596.6099,596.31,596.4897,597.5098375851794
1731432900,596.47,596.67,596.34,596.43,597.4442709815899
1731433200,596.43,596.43,596.04,596.105,597.3777683504982
1731433500,596.1,596.1896,595.81,595.8389,597.3101194326919
1731433800,595.83,595.97,595.75,595.85,597.2412795261107
1731434100,595.849,595.8499,594.57,594.67,597.1698820031615
1731434400,594.67,595.15,594.37,594.73,597.0951070332108
1731434700,594.72,594.98,594.58,594.94,597.0167538041273
1731435000,594.94,595.36,594.94,595.32,596.9353045774487
1731435300,595.3106,595.9,595.3106,595.797495,596.8518677701118
1731435600,595.82,595.88,595.27,595.58,596.7671542630646
1731435900,595.58,595.87,595.4706,595.8234,596.6821199725914
1731436200,595.81,596.34,595.8,596.34,596.5982157666413
1731436500,596.345,596.795,596.345,596.4101,596.516686880529
1731436800,596.41,596.8,596.41,596.735,596.4389010618038
1731437100,596.75,596.94,596.64,596.785,596.3659473905395
1731437400,596.7602,597.08,596.7601,597.07,596.2989595061217
1731437700,597.06,597.78,597.0415,597.425,596.2391566453275
1731438000,597.41,597.655,597.3315,597.61,596.187579228309
1731438300,597.625,597.89,597.48,597.61,596.1448741905224
1731438600,597.61,597.6699,597.4,597.65,596.1114155463656
1731438900,597.64,597.9599,597.63,597.88,596.0875841696247
1731439200,597.9,598.24,597.75,598.14,596.073783748729
1731439500,598.145,598.28,597.82,597.98,596.0699041905109
1731439800,597.98,598.125,597.9001,598.12,596.0758051393827
1731440100,598.115,598.37,598.04,598.115,596.091140374343
1731440400,598.1,598.4,598.04,598.17,596.1154799626843
1731440700,598.19,598.23,597.97,598.125,596.1482101969368
1731441000,598.12,598.18,597.89,597.98,596.1884630553086
1731441300,597.995,598.0381,597.84,598.01,596.235404588529
1731441600,598.015,598.095,597.82,598.03,596.2882275205143
1731441900,598.025,598.2,597.9,598.04,596.3461457835128
1731442200,598.04,598.0663,597.69,597.7,596.4079768698639
1731442500,597.69,597.81,597.2401,597.58,596.4725308922243
1731442800,597.59,597.64,597.3901,597.53,596.5387231880386
1731443100,597.53,597.59,597.18,597.39,596.605463159895
1731443400,597.39,597.44,597.12,597.18,596.6715959057074
1731443700,597.17,597.45,596.95,597.37,596.7364328279846
1731444000,597.36,597.57,597.16,597.435,596.799502800668
1731444300,597.44,597.45,597.14,597.355,596.8603351359661
1731444600,597.35,597.35,596.58,596.942,596.9180673908768
1731444900,596.95,597.205,596.51,596.87,596.9719798284568
1731508200,597.32,597.61,597.12,597.57,597.0224207999499
1731508500,597.57,597.59,597,597.27,597.0693228601995
1731508800,597.27,597.72,597.11,597.72,597.1132220819936
1731509100,597.705,597.705,596.71,596.753,597.1533755024961
1731509400,596.77,597.015,596.3404,596.83,597.1893662671132
1731509700,596.78,597.26,596.5,597.1,597.2212726473995
1731510000,597.1399,597.1399,596.15,596.23,597.2481614150302
1731510300,596.2237,596.26,594.96,596.01,597.2691539882189
1731510600,596.01,596.79,595.96,596.1,597.2838173470054
1731510900,596.125,596.47,596.01,596.18,597.2920594594398
1731511200,596.1751,596.36,595.89,596.2701,597.294066629619
1731511500,596.2799,596.5,595.98,596.32,597.2901880742752
1731511800,596.35,597.15,596.2,596.99,597.2816480515112
1731512100,596.99,597.2,596.4642,596.6,597.2690165968825
1731512400,596.57,597.04,596.05,596.92,597.2532240616752
1731512700,596.94,597.24,596.75,596.9799,597.2351370235347
1731513000,596.963,597.07,596.67,597,597.2155068387237
1731513300,597,597.38,596.93,597.15,597.1951393720392
1731513600,597.17,597.29,596.98,597.005,597.1745039684679
1731513900,597.02,597.48,596.66,597.3523,597.1544039818932
1731514200,597.369,597.53,597.19,597.395,597.1355044220122
1731514500,597.36,597.59,597.31,597.4934,597.1184164184897
1731514800,597.48,597.7,597.25,597.49,597.1035700239281
1731515100,597.5,598.14,597.5,597.98,597.0918464442634
1731515400,597.97,598.175,597.7517,598.01,597.0838833742732
1731515700,597.98,598.23,597.575,597.69,597.0796895482672
1731516000,597.7,597.8225,597.22,597.34,597.0787583339652
1731516300,597.34,598.2,597.3299,598.0599,597.0815050262004
1731516600,598.08,598.33,597.95,598.2,597.0883217838336
1731516900,598.19,598.23,597.695,598.07,597.0992410085742
1731517200,598.07,598.22,597.93,598.0571,597.1141610288719
1731517500,598.07,598.77,598.04,598.48,597.1334076958401
1731517800,598.47,598.91,598.4601,598.76,597.157443488928
1731518100,598.75,599.06,598.5757,598.58,597.18625815122
1731518400,598.5897,598.7,598.0502,598.31,597.2193702659929
1731518700,598.31,598.69,598.2701,598.46,597.2564609842525
1731519000,598.45,598.59,598.29,598.41,597.2970944164413
1731519300,598.43,598.73,598.37,598.68,597.3411425555591
1731519600,598.675,598.84,598.31,598.33,597.3879548559717
1731519900,598.35,599,598.35,598.815,597.4375151268982
1731520200,598.8508,598.96,598.76,598.93,597.4898333282158
1731520500,598.925,599.18,598.85,599.13,597.545039344906
1731520800,599.13,599.23,599.01,599.15,597.6031282569875
1731521100,599.14,599.14,598.69,598.755,597.6634852672692
1731521400,598.75,598.8692,598.39,598.59,597.7253272975709
1731521700,598.61,598.67,598.3443,598.61,597.7879865527871
1731522000,598.61,598.85,598.53,598.705,597.8509886503407
1731522300,598.705,598.79,598.5901,598.76,597.9139674473345
1731522600,598.755,598.97,598.72,598.85,597.9766897355148
1731522900,598.87,598.88,598.58,598.69,598.0387240714917
1731523200,598.7,598.84,598.53,598.83,598.0998652710896
1731523500,598.84,599.15,598.7219,599.06,598.1601941257777
1731523800,599.055,599.15,598.97,599.12,598.2197990789987
1731524100,599.11,599.13,598.81,598.91,598.2784440968785
1731524400,598.9,598.934,598.61,598.715,598.3356728207632
1731524700,598.7101,598.83,598.48,598.52,598.3908747808891
1731525000,598.52,598.9,598.4534,598.63,598.4437109315413
1731525300,598.62,598.735,597.86,598.0006,598.4931577748994
1731525600,598.0001,598.48,597.8,598.29,598.5388211422187
1731525900,598.28,598.34,597.84,597.9425,598.5800202149771
1731526200,597.92,598.01,597.55,597.81,598.6161402154548
1731526500,597.79,597.79,597.43,597.4399,598.6463469878399
1731526800,597.4,597.45,597.02,597.07,598.6696670493711
1731527100,597.06,597.41,597.05,597.17,598.6856240323827
1731527400,597.17,597.49,597.12,597.3201,598.6941968600481
1731527700,597.32,597.36,597.1214,597.21,598.695399555611
1731528000,597.21,597.27,596.69,596.85,598.6889756537216
1731528300,596.8399,597.41,596.685,597.38,598.6755615060501
1731528600,597.37,597.79,597.34,597.731,598.656241556027
1731528900,597.74,597.9599,597.66,597.81,598.6320874123935
1731529200,597.815,598.14,597.7,597.8,598.6040317652992
1731529500,597.8,597.87,597.47,597.59,598.5726405657911
1731529800,597.57,598.02,597.23,598.02,598.5389715872484
1731530100,598.03,598.48,598.01,598.27,598.5042118819979
1731530400,598.26,598.54,598.12,598.22,598.4692536622392
1731530700,598.21,598.35,597.74,597.91,598.4344289796118
